번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
829,002290,삼일기업공사,064101,건물 건설업,"12,400,000","6,200,000,000",500,원(KRW),02  -564 -3131,서울특별시 강남구  언주로 329 ,2239
830,000520,삼일제약,032102,의약품 제조업,"6,500,000","6,500,000,000","1,000",원(KRW),02-520-0300,"서울특별시 서초구  효령로 155 (방배동, 삼일제약 사옥)",2239
831,009770,삼정펄프,031701,"펄프, 종이 및 판지 제조업","2,499,971","12,499,855,000","5,000",원(KRW),02-743-7071,경기 평택시 고덕면 해창리 250,2239
832,037460,삼지전자,032604,통신 및 방송 장비 제조업,"16,318,522","8,309,261,000",500,원(KRW),02-850-8031,경기도 화성시 금곡로 63-27 삼지전자,2239
833,032750,삼진,032604,통신 및 방송 장비 제조업,"6,000,000","3,000,000,000",500,원(KRW),031 -467 -5847,경기도 안양시 만안구  안양천서로 81 (주)삼진 ,2239
834,054090,삼진엘앤디,033309,그외 기타 제품 제조업,"24,959,232","12,479,616,000",500,원(KRW),031-379-2000,경기도 화성시 동탄면 동탄기흥로 64-17 ,2239
835,005500,삼진제약,032102,의약품 제조업,"13,900,000","13,900,000,000","1,000",원(KRW),02-3140-0700,서울특별시 마포구  와우산로 121 삼진제약사옥 ,2239
836,000250,삼천당제약,032102,의약품 제조업,"22,105,813","11,052,906,500",500,원(KRW),02-2046-1235,경기도 화성시 향남읍 제약공단2길 71 ,2239
837,004690,삼천리,043502,연료용 가스 제조 및 배관공급업,"4,055,025","20,275,125,000","5,000",원(KRW),02-368-3300,"서울특별시 영등포구  국제금융로6길 42 (여의도동, 삼천리빌딩)",2239
838,024950,삼천리자전거,074604,생활용품 도매업,"13,273,577","6,636,788,500",500,원(KRW),02  -2194-3021,"서울특별시 서초구 서초대로 274 (서초동, 3000타워) ",2239
839,038500,삼표시멘트,032309,기타 비금속 광물제품 제조업,"107,357,173","53,678,586,500",500,원(KRW),02-3770-3000,강원도 삼척시  동양길 20 ,2239
840,017480,삼현철강,032401,1차 철강 제조업,"15,702,890","8,551,445,000",500,원(KRW),055 -252 -6060,경상남도 창원시 의창구 평산로70번길 36 -,2239
841,001880,삼호,064101,건물 건설업,"15,179,766","75,898,830,000","5,000",원(KRW),032-518-3535,인천광역시 남동구  미래로 14 ,2239
842,010960,삼호개발,064201,기반조성 및 시설물 축조관련 전문공사업,"25,000,000","12,500,000,000",500,원(KRW),02-2046-7722,충청남도 당진시  면천면 면천로 183 ,2239
843,046390,삼화네트웍스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","42,967,933","8,593,586,600",200,원(KRW),02-3454-1500,서울특별시 강남구 선릉로91길 8 신아트스페이스빌딩 5층,2239
844,004450,삼화왕관,032509,기타 금속 가공제품 제조업,"2,154,379","10,771,895,000","5,000",원(KRW),031-490-8400,경기도 안산시 단원구  강촌로 140 삼화왕관(주),2239
845,009470,삼화전기,032602,전자부품 제조업,"6,613,820","6,613,820,000","1,000",원(KRW),043-261-0200,충청북도 청주시 흥덕구  봉명로 3 (복대동),2239
846,011230,삼화전자공업,032605,영상 및 음향기기 제조업,"10,457,940","10,457,940,000","1,000",원(KRW),031-374-5501,경기도 용인시 처인구  남사면 경기동로 215 삼화전자공업(주),2239
847,001820,삼화콘덴서공업,032602,전자부품 제조업,"10,395,000","10,395,000,000","1,000",원(KRW),031-332-6441,경기도 용인시 처인구  남사면 경기동로 227 ,2239
848,000390,삼화페인트공업,032004,기타 화학제품 제조업,"26,438,751","13,219,375,500",500,원(KRW),031-499-0394-6,경기도 안산시 단원구  별망로 178 ,2239
849,027580,상보,032602,전자부품 제조업,"28,338,585","14,169,292,500",500,원(KRW),031-987-9900,경기도 김포시 통진읍 대서명로 50 ,2239
850,038540,상상인,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","47,748,397","47,748,397,000","1,000",원(KRW),02-2167-8500,서울특별시 금천구  가산디지털2로 123 월드메르디앙2차 ,2239
851,041650,상신브레이크,033003,자동차 신품 부품 제조업,"21,471,450","10,735,725,000",500,원(KRW),053-616-9555,대구광역시 달성군 논공읍 논공중앙로33길 10 ,2239
852,091580,상신이디피,032802,일차전지 및 축전지 제조업,"12,665,050","6,332,525,000",500,원(KRW),031-205-9242,경기도 수원시 영통구  덕영대로1483번길 36 ,2239
853,263810,상신전자,032602,전자부품 제조업,"4,058,668","2,029,334,000",500,원(KRW),055-343-3826,경상남도 김해시 진영읍 본산로269번길 16-34 &nbsp,2239
854,089980,상아프론테크,032202,플라스틱제품 제조업,"14,263,536","7,131,768,000",500,원(KRW),032-451-7700,인천광역시 남동구  남동대로369번길 18 ,2239
855,042940,상지카일룸,064203,전기 및 통신 공사업,"36,840,456","18,420,228,000",500,원(KRW),02-517-5174,"서울특별시 강남구 도산대로 458 3층 (청담동, 리츠타워)",2239
856,042600,새로닉스,032602,전자부품 제조업,"12,423,574","6,211,787,000",500,원(KRW),054-463-7945,경상북도 구미시  수출대로9길 36 (주)새로닉스 ,2239
857,075180,새론오토모티브,033003,자동차 신품 부품 제조업,"19,200,000","9,600,000,000",500,원(KRW),041-560-4114,충청남도 천안시 동남구 병천면 가전5길 133 ,2239
858,263540,샘코,033103,"항공기,우주선 및 부품 제조업","7,936,681","3,968,340,500",500,원(KRW),055-850-7700,경상남도 사천시 사남면 해안산업로 381 ,2239
859,007540,샘표,116409,기타 금융업,"2,875,800","2,875,800,000","1,000",원(KRW),02-3393-5500,서울특별시 중구 충무로 2 ,2239
860,248170,샘표식품,031007,기타 식품 제조업,"4,568,286","2,284,143,000",500,원(KRW),02-3393-5500,"서울특별시 중구 충무로 2 8층 (필동1가, 매일경제빌딩)",2239
861,038070,서린바이오,074607,기타 전문 도매업,"6,900,516","3,450,258,000",500,원(KRW),031-628-3000,경기도 성남시 분당구 삼평동 694-1 코리아바이오파크(KOREA BIO PARK) A동 4층 ,2239
862,006730,서부T&D,074608,상품 종합 도매업,"51,871,207","25,935,603,500",500,원(KRW),02  -2689 -0035,서울특별시 양천구  신정로 167 ,2239
863,079650,서산,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","20,000,000","2,000,000,000",100,원(KRW),(062)950-5000,광주광역시 광산구  하남산단4번로 143 ,2239
864,100660,서암기계공업,032901,일반 목적용 기계 제조업,"12,600,000","6,300,000,000",500,원(KRW),062-960-5000,광주광역시 광산구  하남산단8번로 127-15 (안청동),2239
865,007860,서연,116409,기타 금융업,"23,479,844","11,739,922,000",500,원(KRW),031-420-3000,경기도 안양시 동안구 부림로170번길 41-22(관양동) -,2239
866,200880,서연이화,033003,자동차 신품 부품 제조업,"27,028,437","13,514,218,500",500,원(KRW),02-3484-4100,"서울특별시 강남구 테헤란로 208, 11층(역삼동, 안제타워) ",2239
867,012860,서연전자,033003,자동차 신품 부품 제조업,"27,000,000","13,500,000,000",500,원(KRW),031-5174-3000,경기도 수원시 권선구 산업로156번길 100 (고색동) ,2239
868,019770,서연탑메탈,032902,특수 목적용 기계 제조업,"11,650,000","5,825,000,000",500,원(KRW),032-820-3216,"인천광역시 남동구  청능대로410번길 40 고잔동,남동공단",2239
869,017390,서울도시가스,043502,연료용 가스 제조 및 배관공급업,"5,000,000","35,000,000,000","5,000",원(KRW),02-810-8000,서울특별시 강서구 공항대로 607 (염창동) ,2239
870,043710,서울리거,137103,광고업,"25,115,308","12,557,654,000",500,원(KRW),02-2138-5281,"서울특별시 강남구 봉은사로2길 21 반석빌딩 5층(역삼동,반석빌딩) ",2239
871,046890,서울반도체,032601,반도체 제조업,"58,305,400","29,152,700,000",500,원(KRW),02-1566-2771,경기도 안산시 단원구 산단로 163번길 97-11 ,2239
872,004410,서울식품공업,031007,기타 식품 제조업,"337,410,000","33,963,450,000",100,원(KRW),043-720-7000,충청북도 충주시 충원대로 862 ,2239
873,063170,서울옥션,074601,상품 중개업,"16,917,500","8,458,750,000",500,원(KRW),02-395-0330~4,서울 종로구 평창동 98 ,2239
874,027040,서울전자통신,033309,그외 기타 제품 제조업,"64,764,286","32,382,143,000",500,원(KRW),032-723-4111,인천광역시 부평구 새벌로 4사무동 4층 ,2239
875,018680,서울제약,032102,의약품 제조업,"8,485,499","4,242,749,500",500,원(KRW),02-3470-2300,충청북도 청주시 흥덕구 오송읍 오송생명6로 124-31 서울제약 오송공장,2239
876,021050,서원,032403,금속 주조업,"47,474,590","23,737,295,000",500,원(KRW),031-365-8700,"경기도 안산시 단원구  산단로67번길 94  (목내동, (주)서원)",2239
877,093920,서원인텍,032604,통신 및 방송 장비 제조업,"18,600,000","9,300,000,000",500,원(KRW),031-428-9500,경기도 군포시 공단로140번길 32-15 -,2239
878,189860,서전기전,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","9,698,780","4,849,390,000",500,원(KRW),031-426-5506,경기도 이천시 대월면 대월로 667번길 38-19 (주)서전기전 (이천대월 일반산업단지 내),2239
879,178320,서진시스템,032604,통신 및 방송 장비 제조업,"9,050,333","4,525,166,500",500,원(KRW),032-506-2760,경기도 부천시 오정구 산업로 20-22 &nbsp,2239
880,122690,서진오토모티브,033003,자동차 신품 부품 제조업,"19,541,246","9,770,623,000",500,원(KRW),031-496-1500,경기도 시흥시 공단1대로 313 ,2239
881,140070,서플러스글로벌,074605,기계장비 및 관련 물품 도매업,"36,988,000","3,698,800,000",100,원(KRW),031-615-6800,경기도 오산시 경기대로 78-26 ,2239
882,011370,서한,064101,건물 건설업,"100,894,865","50,447,432,500",500,원(KRW),053 -741 -9980,대구광역시 수성구 명덕로 415 서한빌딩,2239
883,065710,서호전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","5,150,000","2,575,000,000",500,원(KRW),(031)463-6612,경기도 안양시 동안구  귀인로 9 ,2239
884,008490,서흥,032004,기타 화학제품 제조업,"11,569,113","6,084,556,500",500,원(KRW),043-249-4100,충청북도 청주시 흥덕구 오송읍 오송생명로 61 -,2239
885,035890,서희건설,064101,건물 건설업,"173,467,745","86,733,872,500",500,원(KRW),02  -3416-6644,"경기도 성남시 분당구  수내로46번길 4 경동빌딩 (수내동,경동빌딩8층)",2239
886,003100,선광,085209,기타 운송관련 서비스업,"6,600,000","6,600,000,000","1,000",원(KRW),032 -8806-562,인천 중구 항동 34-2 ,2239
887,123420,선데이토즈,105802,소프트웨어 개발 및 공급업,"9,569,842","4,784,921,000",500,원(KRW),031-1833-9782,"경기도 성남시 분당구 황새울로360번길 42 9층, 14층",2239
888,007610,선도전기,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","18,000,000","9,000,000,000",500,원(KRW),031-491-2284,경기도 안산시 단원구  원시로 86 ,2239
889,067370,선바이오,032102,의약품 제조업,"7,650,940","3,825,470,000",500,원(KRW),031-423-5467,경기도 군포시 산본로 95- ,2239
890,171090,선익시스템,032902,특수 목적용 기계 제조업,"8,999,295","4,499,647,500",500,원(KRW),02-8012-1600,경기도 수원시 권선구 산업로155번길 293(고색동) ,2239
891,136490,선진,031008,동물용 사료 및 조제식품 제조업,"23,779,604","11,889,802,000",500,원(KRW),031-637-1180,경기도 이천시  대월면 사동로 76 ,2239
892,002820,선창산업,031602,나무제품 제조업,"12,607,989","12,607,989,000","1,000",원(KRW),032-770-3000,인천광역시 중구 월미로 96 ,2239
893,014620,성광벤드,032401,1차 철강 제조업,"28,600,000","14,300,000,000",500,원(KRW),051-3300-200,부산광역시 강서구  녹산산단262로 26 ,2239
894,037350,성도이엔지,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","15,470,000","7,735,000,000",500,원(KRW),02  -6244-5200,서울특별시 강남구 영동대로106길 42 ,2239
895,014910,성문전자,032602,전자부품 제조업,"19,486,857","10,043,428,500",500,원(KRW),031-650-2800,경기도 평택시  세교산단로 61 ,2239
896,003080,성보화학,032003,"비료, 농약 및 살균, 살충제 제조업","20,020,000","10,010,000,000",500,원(KRW),02-3789-3800,경기도 안산시 단원구 산단로19번길 168 (목내동) 성보화학주식회사,2239
897,004980,성신양회,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","24,008,482","128,508,590,000","5,000",원(KRW),02-3782-7000,서울특별시 종로구  인사동5길 29 ,2239
898,011300,성안,031302,직물직조 및 직물제품 제조업,"56,857,860","28,428,930,000",500,원(KRW),053-382-4772,대구광역시 북구  검단동로 35 (검단동),2239
899,081580,성우전자,032604,통신 및 방송 장비 제조업,"15,508,143","7,754,071,500",500,원(KRW),031-362-3100,"경기도 안산시 단원구 번영로 68 (성곡동, 시화공단 4마 606호)",2239
900,045300,성우테크론,032602,전자부품 제조업,"9,054,055","4,527,027,500",500,원(KRW),055-279-8400,경남 창원시 성산구 성주동 24-6 ,2239
901,015750,성우하이텍,033003,자동차 신품 부품 제조업,"80,000,000","40,000,000,000",500,원(KRW),070-7477-5450,부산광역시 기장군  정관면 농공길 2-9 (주)성우하이텍 ,2239
902,000180,성창기업지주,137105,회사 본부 및 경영 컨설팅 서비스업,"69,751,600","36,000,000,000",500,원(KRW),051-260-3333,부산광역시 사하구  다대로 627 (다대동),2239
903,080470,성창오토텍,033003,자동차 신품 부품 제조업,"7,300,000","3,650,000,000",500,원(KRW),031-650-5400,경기도 안성시  원곡면 청원로 1785-14 ,2239
904,043260,성호전자,032602,전자부품 제조업,"30,912,611","15,456,305,500",500,원(KRW),(02)855-5931,서울특별시 금천구  가산디지털1로 205-17 ,2239
905,002420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","407,592","2,037,960,000","5,000",원(KRW),02-3393-3500,서울특별시 중구 퇴계로 212 ,2239
906,053060,세동,033003,자동차 신품 부품 제조업,"21,411,000","10,705,500,000",500,원(KRW),051-796-7161,부산광역시 기장군  장안읍 장안산단 8로 8 ,2239
907,017510,세명전기,032509,기타 금속 가공제품 제조업,"15,246,000","7,623,000,000",500,원(KRW),051 -316 -6887,부산광역시 사상구 대동로 188 ,2239
908,214310,세미콘라이트,032601,반도체 제조업,"65,340,682","6,534,068,200",100,원(KRW),031-282-6425,경기도 용인시 기흥구 원고매로2번길 49(고매동) ,2239
909,004360,세방,084903,도로 화물 운송업,"19,308,690","11,498,970,000",500,원(KRW),051-630-5300,부산광역시 남구  북항로 141 ,2239
910,004490,세방전지,032802,일차전지 및 축전지 제조업,"14,000,000","7,000,000,000",500,원(KRW),02-3451-6201,서울특별시 강남구 선릉로 433 ,2239
911,011560,세보엠이씨,064202,건물설비 설치 공사업,"10,530,000","5,265,000,000",500,원(KRW),02 - 2046 - 7922,서울특별시 서초구  효령로 341 ,2239
912,001430,세아베스틸,032401,1차 철강 제조업,"35,862,119","219,310,595,000","5,000",원(KRW),02-6970-2021,서울시 마포구 양화로 45 ,2239
913,306200,세아제강,032401,1차 철강 제조업,"2,836,300","14,181,500,000","5,000",원(KRW),02-6970-1000,서울특별시 마포구 양화로 45 ,2239
914,003030,세아제강지주,116409,기타 금융업,"3,163,700","15,818,500,000","5,000",원(KRW),02-6970-1421,서울시마포구 양화로 45 ,2239
